,X_Max,Y_Max,Dist_Max,X_Min,Y_Min,Dist_Min,X_Mean,Y_Mean,Dist_Mean,X_Var,Y_Var,Dist_Var,Answer
671,2163.540684345733,7946.2118446826935,15625.0,155.92227741285117,4033.6857211887013,-852539.0625,911.4956129493015,6388.061446819614,-99618.4291162458,466401.085522457,1457890.0189313623,71575393424.93454,map
672,2163.540684345733,7946.2118446826935,15625.0,155.92227741285117,4033.6857211887013,-852539.0625,995.4210752765541,6366.688960010436,-100056.7052301976,572541.6658473327,1504916.8057175635,71476022645.54036,map
673,2163.540684345733,7946.2118446826935,8324.661810613943,155.92227741285117,3658.7154455909367,-852539.0625,1076.2065887589604,6062.986139549731,-101202.97213966689,646454.4073516253,2205193.4206181415,71194490566.62589,map
674,1943.1114196778456,7946.2118446826935,8324.661810613943,155.92227741285117,2740.400319614569,-852539.0625,1014.52739906563,5709.964964745165,-89132.21251427669,535462.3296711674,3288552.1435299763,72128332658.70645,map
675,1985.150991195576,7946.2118446826935,8324.661810613943,155.92227741285117,2740.400319614569,-852539.0625,1190.2713469399814,5451.087909240376,-85114.6814697186,537036.948118625,3768839.384548774,72726817935.43828,map
676,1985.150991195576,7629.672396815653,8324.661810613943,155.92227741285117,2416.8938398361206,-8324.661810613943,1156.743734253813,4898.156108755718,529.8497802813897,492186.9998576692,3760323.2109619696,19561080.960893027,map
677,1985.150991195576,7306.772761984992,8324.661810613943,155.92227741285117,881.1699899989725,-2770.083102493075,1238.6977399578254,4223.3058680740505,1654.5000373106436,471366.0953014034,4218186.296836037,10080065.774877269,map
678,1985.150991195576,7306.772761984992,8324.661810613943,47.16217517852783,853.8365364074707,0.0,1160.7533775301058,3777.339705564185,2322.133347559951,603497.6506752359,5126624.758985503,7972965.72642079,map
679,1985.150991195576,7150.294753440832,8324.661810613943,47.16217517852783,57.57771471164476,-2081.1654526534858,1126.0281208394842,3052.420200836851,2114.0168022946027,654916.9022854738,4696030.168484848,9480033.734862933,map
680,1985.150991195576,5280.358734289639,4162.3309053069715,47.16217517852783,57.57771471164476,-2081.1654526534858,1133.905263255964,2348.882368917608,1281.5506212332082,638555.9251503446,3238996.5818654895,4920806.645408768,map
681,1985.150991195576,5280.358734289639,4162.3309053069715,47.16217517852783,57.57771471164476,-2081.1654526534858,1171.063679955893,1961.9535145152684,1489.6671664985568,585750.9783820602,3287471.452251056,4761238.525376793,map
682,1985.150991195576,3658.7154455909367,4162.3309053069715,47.16217517852783,57.57771471164476,-2081.1654526534858,1009.7269935208644,1585.7394166517147,1697.7837117639053,569573.5176383989,1928551.2018903266,4505420.41331552,map
683,1985.150991195576,3451.268953289623,3906.25,42.53228945745325,57.57771471164476,-2081.1654526534858,828.8344265630913,1306.7367711130826,1420.054776357862,558432.7809113896,1421718.6391498575,3755696.099331778,map
684,1985.150991195576,3451.268953289623,3906.25,42.53228945745325,57.57771471164476,-2081.1654526534858,772.0158610291192,1230.0924369924167,1211.9382310925134,500069.91000544373,1236279.53861571,4845569.717115073,map
685,2935.0542749252077,3264.3051226851094,3906.25,42.53228945745325,57.57771471164476,-2081.1654526534858,867.0061894020822,1211.3960539319653,1420.054776357862,846381.7667945644,1147490.714914316,4718196.019624754,map
686,2935.0542749252077,4517.840546584195,8310.249307479224,42.53228945745325,57.57771471164476,-2081.1654526534858,937.1703501173281,1421.4907246067728,1860.4547071057846,1011122.1996710394,2151707.6665488584,9090873.019247642,map
687,2935.0542749252077,6750.1683388986885,8310.249307479224,42.53228945745325,57.57771471164476,-2081.1654526534858,1042.8788084400576,2008.3905594967443,1568.2706311379247,1253472.5333051933,4891523.717534404,9255432.577259205,map
688,3487.914800643921,6752.684712409973,8310.249307479224,42.53228945745325,57.57771471164476,-2081.1654526534858,1386.954070986597,2598.275377096995,1372.9581311379247,1676013.8140222994,6857711.610510207,8622154.313864205,map
689,3487.914800643921,6752.684712409973,8310.249307479224,42.53228945745325,114.91643424839855,-2081.1654526534858,1547.6692466991406,3126.5403917572157,1873.258752371133,1547332.1790653092,6665769.339056096,7284938.8192895055,map
690,3487.914800643921,7171.3887155056,8310.249307479224,42.53228945745325,164.3971771653063,-2081.1654526534858,1691.2865970079897,3832.1876198829364,2459.1962523711327,1334555.9036945107,6922607.005175421,8279027.357868759,map
691,3487.914800643921,7171.3887155056,12486.992715920913,42.53228945745325,868.6889902046182,-2081.1654526534858,1861.0227625419386,4470.496427795836,3499.7789786978756,1248299.1340828792,5794359.580733033,18232990.749596577,map
692,3487.914800643921,7171.3887155056,473684.2105263158,42.53228945745325,868.6889902046182,-2081.1654526534858,1879.9864826251428,4847.421016749962,50660.083486064104,1187326.4767202595,4742222.316148612,22110504545.54351,map
693,3487.914800643921,10166.723944021933,473684.2105263158,518.4712502434644,1973.956978407908,-2081.1654526534858,2049.375415164829,5777.224512131694,60303.05695841083,782598.3494535025,5166592.282013687,21984467425.591297,map
694,3487.914800643921,10166.723944021933,473684.2105263158,518.4712502434644,3264.3051226851094,0.0,2069.262650649525,6525.746711907317,67379.01949743269,739230.0462862783,4443157.827187214,21504207837.890594,map
695,3487.914800643921,10166.723944021933,473684.2105263158,518.4712502434644,4517.840546584195,0.0,1891.4133493959594,6924.526077730797,72295.55669177952,713355.0404976056,3143195.1896521924,21032510488.564137,map
696,3487.914800643921,13783.283213795154,473684.2105263158,518.4712502434644,5287.463645195367,0.0,1763.331491804307,7851.070344451892,72088.88139682767,758412.7603862043,6772703.125623973,21062324707.064533,map
697,3487.914800643921,16157.009351017818,473684.2105263158,518.4712502434644,5287.463645195367,-16649.323621227886,1738.2124446691614,8791.754445663802,70423.94903470487,720796.5431037754,13320233.322538823,21356762730.51745,map
698,2396.153857879162,16157.009351017818,473684.2105263158,518.4712502434644,5287.463645195367,-48476.45429362881,1468.4887548818856,9219.83828599832,65380.99110534199,399558.1747995082,13213029.283602783,22378400277.281406,map
699,2396.153857879162,16214.344650506973,473684.2105263158,218.60003471374512,5287.463645195367,-48476.45429362881,1299.2906628712703,10307.24996491763,61182.55702937413,519613.3254836413,15662707.13263951,23137403486.777744,map
700,2396.153857879162,18693.644099875615,473684.2105263158,218.60003471374512,5287.463645195367,-56191.46722164411,1304.9410560476717,11459.475503354632,54977.47280720972,524598.269483606,20909567.56564277,24285289753.10905,map
