,X_Coordinate,Y_Coordinate,Distance(median),Distance(direct),Date
0,326.1946487426758,274.19179916381836,1307.0,1305,2022-12-19 16:04:44.031
1,323.40564727783203,279.63337898254395,1307.0,1313,2022-12-19 16:04:44.047
2,327.38719940185547,274.8204517364502,1293.0,1299,2022-12-19 16:04:44.161
3,325.62503814697266,277.2567844390869,1293.0,1291,2022-12-19 16:04:44.183
4,326.6005325317383,276.1882209777832,1299.0,1307,2022-12-19 16:04:44.199
5,325.73307037353516,276.643009185791,1311.5,1319,2022-12-19 16:04:44.230
6,325.810546875,276.21299743652344,1296.0,1307,2022-12-19 16:04:44.263
7,321.8939208984375,281.11498832702637,1319.0,1327,2022-12-19 16:04:44.299
8,327.31266021728516,278.201322555542,1296.0,1305,2022-12-19 16:04:44.399
9,327.5265884399414,282.6975345611572,1310.0,1319,2022-12-19 16:04:44.415
10,329.9666213989258,283.3791732788086,1293.0,1293,2022-12-19 16:04:44.446
11,331.0950469970703,284.78774070739746,1283.0,1296,2022-12-19 16:04:44.484
12,332.4954605102539,286.30176544189453,1274.0,1277,2022-12-19 16:04:44.500
13,333.0073547363281,287.25494384765625,1272.0,1274,2022-12-19 16:04:44.540
14,333.98170471191406,288.04890632629395,1277.0,1280,2022-12-19 16:04:44.557
15,334.0297317504883,288.89963150024414,1277.0,1283,2022-12-19 16:04:44.662
16,332.5291061401367,289.02554512023926,1277.0,1296,2022-12-19 16:04:44.686
17,331.6216278076172,288.90252113342285,1277.0,1283,2022-12-19 16:04:44.725
18,330.58563232421875,288.874568939209,1285.0,1299,2022-12-19 16:04:44.745
19,330.0211715698242,289.0385341644287,1288.0,1299,2022-12-19 16:04:44.766
20,329.9141311645508,289.542932510376,1299.0,1299,2022-12-19 16:04:44.796
21,329.92748260498047,290.2031993865967,1293.0,1299,2022-12-19 16:04:44.826
22,330.06038665771484,289.81335639953613,1288.0,1299,2022-12-19 16:04:44.869
23,330.24662017822266,290.88117599487305,1277.0,1296,2022-12-19 16:04:44.899
24,331.29066467285156,290.97021102905273,1280.0,1288,2022-12-19 16:04:44.930
25,331.6234588623047,291.87729835510254,1274.0,1291,2022-12-19 16:04:44.970
26,332.1537399291992,292.1236038208008,1280.0,0,2022-12-19 16:04:45.009
27,331.82605743408203,292.41591453552246,1291.0,0,2022-12-19 16:04:45.031
28,329.76585388183594,296.2837600708008,1264.0,0,2022-12-19 16:04:45.062
29,332.12779998779297,293.26672554016113,1264.0,0,2022-12-19 16:04:45.164
30,329.5368194580078,290.3037643432617,1305.0,1310,2022-12-19 16:04:45.194
31,328.0250930786133,287.9604148864746,1299.0,1296,2022-12-19 16:04:45.212
32,327.2744369506836,286.27861976623535,1307.0,1313,2022-12-19 16:04:45.232
33,326.1648941040039,284.740047454834,1296.0,1299,2022-12-19 16:04:45.273
34,325.67359924316406,282.84979820251465,1293.0,1299,2022-12-19 16:04:45.289
35,325.9516906738281,281.67088508605957,1299.0,1316,2022-12-19 16:04:45.320
36,326.39781951904297,279.6814727783203,1293.0,1299,2022-12-19 16:04:45.358
37,326.5019989013672,278.10436248779297,1296.0,1299,2022-12-19 16:04:45.389
38,325.7899475097656,276.1037063598633,1293.0,1296,2022-12-19 16:04:45.421
39,326.13330841064453,274.3641471862793,1291.0,1302,2022-12-19 16:04:45.458
40,325.43575286865234,272.1870803833008,1274.0,1261,2022-12-19 16:04:45.499
41,322.73101806640625,278.3444881439209,1327.0,1339,2022-12-19 16:04:45.530
42,325.5826187133789,271.63341522216797,1305.0,1305,2022-12-19 16:04:45.636
43,321.37462615966797,265.501012802124,1795.0,1733,2022-12-19 16:04:45.659
44,320.53993225097656,260.648889541626,1850.0,1827,2022-12-19 16:04:45.721
45,318.153133392334,255.43301582336426,1878.0,1844,2022-12-19 16:04:45.759
46,317.6584815979004,252.2614860534668,1938.0,1926,2022-12-19 16:04:45.790
47,316.7140007019043,250.13428688049316,1926.0,1902,2022-12-19 16:04:45.821
48,315.74615478515625,248.60140800476074,1920.0,1914,2022-12-19 16:04:45.859
49,315.9160041809082,247.0246696472168,1951.0,1944,2022-12-19 16:04:45.890
50,315.4254913330078,245.62150955200195,1957.0,1976,2022-12-19 16:04:45.922
51,315.5023193359375,243.9430046081543,1932.0,1914,2022-12-19 16:04:45.959
52,315.1963996887207,242.77999877929688,1938.0,1926,2022-12-19 16:04:45.991
53,315.30025482177734,241.36167526245117,1951.0,1957,2022-12-19 16:04:46.022
54,313.68492126464844,240.23200035095215,1957.0,1944,2022-12-19 16:04:46.060
55,312.4325180053711,240.2076816558838,1983.0,1989,2022-12-19 16:04:46.091
56,311.7379570007324,241.80295944213867,1970.0,1983,2022-12-19 16:04:46.138
57,310.75927734375,243.1845474243164,1989.0,2002,2022-12-19 16:04:46.160
58,308.8961601257324,245.1456069946289,1983.0,1996,2022-12-19 16:04:46.191
59,307.8135871887207,247.67011642456055,1996.0,1996,2022-12-19 16:04:46.223
60,306.18093490600586,250.9134292602539,1983.0,1989,2022-12-19 16:04:46.260
61,305.3314971923828,254.49511528015137,1989.0,2002,2022-12-19 16:04:46.307
62,303.5487747192383,259.1689968109131,1996.0,2009,2022-12-19 16:04:46.323
63,302.90252685546875,263.45383644104004,2002.0,2029,2022-12-19 16:04:46.361
64,301.496639251709,268.1408500671387,1996.0,2022,2022-12-19 16:04:46.392
65,300.7088279724121,272.1493148803711,2029.0,2036,2022-12-19 16:04:46.423
66,300.1051330566406,275.8392906188965,1970.0,0,2022-12-19 16:04:46.461
67,298.5925483703613,278.05970191955566,1861.0,0,2022-12-19 16:04:46.492
68,298.49876403808594,280.0189018249512,879.0,0,2022-12-19 16:04:46.539
69,297.3881721496582,281.35448455810547,841.0,0,2022-12-19 16:04:46.561
70,297.0144271850586,282.3597049713135,837.0,0,2022-12-19 16:04:46.592
71,297.0654296875,282.8584384918213,832.0,0,2022-12-19 16:04:46.624
72,298.19087982177734,283.2031059265137,838.0,0,2022-12-19 16:04:46.661
73,298.3119583129883,283.37531089782715,833.0,0,2022-12-19 16:04:46.708
74,299.63836669921875,282.6995372772217,834.0,0,2022-12-19 16:04:46.724
