,Unnamed: 0,X_Max,Y_Max,Dist_Max,X_Min,Y_Min,Dist_Min,X_Mean,Y_Mean,Dist_Mean,X_Var,Y_Var,Dist_Var,Answer,subject
0,0,11792.331271701389,44817.35229492187,26666.66666666666,22.70558622203433,7.650513962478373,-17777.777777777774,1712.4679236274333,5685.012858684742,-96.03595996497788,12932396.056742422,193311376.47860208,123600002.29937024,password,1
1,1,11792.331271701389,6387.074788411457,26666.66666666666,1.706477041663674,4.054252802041439,-17777.777777777774,1693.514222373266,1203.6830544727604,795.1511190991474,13000061.447906772,4434724.566122892,114128642.13523842,password,1
2,2,11792.331271701389,6387.074788411457,26666.66666666666,1.706477041663674,4.054252802041439,-17777.777777777774,1854.7127978274443,1267.5791986654176,613.458143658082,12706468.742036749,4475377.175304975,114886505.82623117,password,1
3,3,1760.5165289046238,3417.205810546874,1385.0415512465374,1.706477041663674,4.054252802041439,-17777.777777777774,696.6639561390764,650.5964207520062,-2053.208523008584,543356.4664819059,1262853.3011069864,31608233.09729141,password,1
4,4,1760.5165289046238,3417.205810546874,1385.0415512465374,1.706477041663674,4.054252802041439,-17777.777777777774,731.8055205354975,656.8321930266173,-1845.0919777432357,503074.7587265244,1256794.3641331715,32028428.506725635,password,1
5,5,1760.5165289046238,3417.205810546874,1385.0415512465374,1.706477041663674,4.054252802041439,-17777.777777777774,791.6494476612241,751.4770689556074,-1845.0919777432357,452242.4652401058,1215636.3549073483,32028428.506725635,password,1
6,6,1760.5165289046238,3417.205810546874,22.981901752370003,1.706477041663674,4.054252802041439,-17777.777777777774,635.3263159074183,686.9197055090922,-1983.5961328678889,409615.400662504,1270934.1449194937,31226069.37132127,password,1
7,7,1760.5165289046238,3417.205810546874,22.981901752370003,1.706477041663674,4.054252802041439,-17777.777777777774,711.3324347214298,728.2438779745387,-2858.5961328678886,400087.1586071246,1225632.712281396,35025326.890744805,password,1
8,8,2457.1224134794065,17395.16550180863,22.981901752370003,1.706477041663674,4.054252802041439,-8750.0,806.3047943418894,2126.0398471007147,-1591.0224367227645,658294.2112272771,29116457.64863156,9067952.706559556,password,1
9,9,2457.1224134794065,17395.16550180863,22.981901752370003,1.706477041663674,4.054252802041439,-8750.0,695.7089275838733,2150.1974284662438,-1591.0224367227645,670659.8737976481,29008901.19642868,9067952.706559554,password,1
10,10,41913.276861521816,17395.16550180863,1867768.5950413216,1.706477041663674,4.054252802041439,-8750.0,4859.653830661331,3200.161416521055,185185.83706740945,170151276.67049477,35313734.2392415,349525389690.8181,password,1
11,11,41913.276861521816,17395.16550180863,1867768.5950413216,54.58073611065946,10.955842302939644,-8750.0,7035.338819553845,3664.7008307183896,191683.53887723415,193999854.74808264,34172330.13590079,347273962047.5294,password,1
12,12,41913.276861521816,17395.16550180863,1867768.5950413216,54.58073611065946,10.955842302939644,-8750.0,8207.175045926711,3605.144585627226,198539.8548684829,193995794.2783432,34449106.380607784,344791803757.6111,password,1
13,13,41913.276861521816,17395.16550180863,1867768.5950413216,54.58073611065946,10.955842302939644,-99200.0,8445.365760444944,5182.205285090116,188619.8548684829,190331111.5822572,47447155.05302941,350152568558.26733,password,1
14,14,41913.276861521816,17395.16550180863,1867768.5950413216,54.58073611065946,10.955842302939644,-99200.0,8440.506371603207,5188.340968533426,188725.96890986737,190418506.1979881,47380249.64711701,350108202904.4197,password,1
15,15,56478.95749935433,17395.16550180863,1867768.5950413216,54.58073611065946,10.955842302939644,-99200.0,14020.531057590964,5569.192481631544,195337.53915780125,405538568.2872936,45270484.04645693,347772498180.1712,password,1
16,16,56478.95749935433,17395.16550180863,1867768.5950413216,147.71327656122807,255.37801421109037,-99200.0,14851.408641518432,5822.48083800369,193672.60679567844,386655488.1923303,42783508.13296512,348522937712.27844,password,1
17,17,56478.95749935433,17395.16550180863,1867768.5950413216,147.71327656122807,255.37801421109037,-99200.0,15301.067571820098,5958.0376699596,193180.41929567844,374833459.1241127,41340104.150837615,348746759923.81274,password,1
18,18,56478.95749935433,15987.854003906246,1867768.5950413216,147.71327656122807,255.37801421109037,-99200.0,15214.837356518252,4253.003420465735,192896.97258366036,377369007.0829313,27076645.027770665,348872457813.90845,password,1
19,19,56478.95749935433,15987.854003906246,1867768.5950413216,325.52734176889567,309.0111943897965,-140625.0,17818.527876167427,4627.673555808389,178834.47258366033,357982987.80323684,25151998.01536825,356878027269.6479,password,1
20,20,56478.95749935433,15987.854003906246,66481.99445983379,325.52734176889567,309.0111943897965,-140625.0,14001.563589954108,3670.1057588263393,-9327.428471718382,299300048.39802235,21554873.94304432,4720247937.541741,password,1
21,21,56478.95749935433,15987.854003906246,66481.99445983379,325.52734176889567,309.0111943897965,-140625.0,12189.950014849364,3248.1864174363227,-17908.593924371868,300891322.7085848,22416803.027312424,4039243139.719695,password,1
22,22,56478.95749935433,15987.854003906246,66115.70247933883,325.52734176889567,309.0111943897965,-140625.0,11340.902277080895,3370.262414799696,-27678.541549335478,305668227.6232998,22022635.426663745,3161558286.657124,password,1
23,23,56478.95749935433,4790.203630431858,66115.70247933883,325.52734176889567,309.0111943897965,-140625.0,11406.902645298249,1919.136647225424,-22755.254238355858,304428865.284591,2392045.8494418985,2621455446.448514,password,1
24,24,56478.95749935433,4790.203630431858,66115.70247933883,1594.820260460955,344.8230068699843,-957336.1082206034,11960.177852698327,2121.285347208758,-118594.97910180068,293865443.792853,2077387.3360451984,89401635819.44293,password,1
25,25,26184.61847305298,4002.079367637634,-7936.507936507935,1594.820260460955,344.8230068699843,-957336.1082206034,6761.749502749076,1958.0969098584133,-127703.94789291876,49818269.73214674,1375832.876771578,86492427090.68803,password,1
26,26,26184.61847305298,4002.079367637634,-4155.124653739612,1594.820260460955,344.8230068699843,-957336.1082206034,6174.36246814921,2021.6431538289987,-126454.52799616993,51177920.062995896,1498929.095922167,86816379496.34087,password,1
27,27,26184.61847305298,4825.687408447195,-4155.124653739612,1594.820260460955,344.8230068699843,-957336.1082206034,5950.440632726702,2326.565838856114,-126837.34049616993,52018111.67988741,2262570.3446115823,86721901374.10889,password,1
28,28,26184.61847305298,4825.687408447195,-190.24970273483945,136.58521291616577,162.38091249953547,-957336.1082206034,5804.617127972223,2308.321629419069,-126062.71467279262,53642205.13208466,2346244.0370072257,86932576615.37527,password,1
29,29,5858.279415769705,8960.152267789492,-190.24970273483945,136.58521291616577,162.38091249953547,-957336.1082206034,3351.707584683737,2804.128919434255,-113873.26358018076,2720302.3152402383,6670664.801170134,88023945428.56111,password,1
30,30,5858.279415769705,8960.152267789492,-190.24970273483945,136.58521291616577,162.38091249953547,-957336.1082206034,3080.7419312329066,2727.4953433952187,-112696.33857419956,3218529.2863735845,7027861.500838601,88299395600.05891,password,1
31,31,5858.279415769705,8960.152267789492,1385.0415512465374,136.58521291616577,162.38091249953547,-957336.1082206034,2801.7018200255457,2702.602866104961,-110476.66896642144,3648872.273313813,7161133.418549048,88801895244.18231,password,1
32,32,10370.2604708638,8960.152267789492,22892.81997918834,136.58521291616577,162.38091249953547,-957336.1082206034,3339.8877256170645,3180.390721493431,-105065.63878952236,9160537.189199172,9193382.942643188,90047740727.95586,password,1
33,33,10370.2604708638,8960.152267789492,22892.81997918834,80.66075312368979,112.36533307390118,-957336.1082206034,3022.578432712081,3043.967621984469,-100094.94931899582,10228124.912660258,9896022.034692977,90903435139.279,password,1
34,34,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24973.985431841826,2789.893726018568,5127.3296642655705,-6840.677339910665,9303270.525476784,49996851.30658984,219471598.6005149,password,1
35,35,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,2928.195178743112,5644.267758342397,-6296.403796726483,10018484.75139768,50407197.9328092,200501758.0656269,password,1
36,36,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,3280.023664813614,6031.024495808995,-7441.765420842635,10913316.908665065,49784467.5073934,208170203.9947235,password,1
37,37,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,3368.074380294421,5903.83680919528,-6730.546584277539,10985816.457445452,50286910.21861323,197331624.34004664,password,1
38,38,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,3848.3814445744742,6006.84472544585,-7335.8712498001,9843638.383560369,49078760.06413127,192198019.35308424,password,1
39,39,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,3701.303231165591,5176.046531680003,-5670.938887677313,10776673.27299751,50528566.29219019,177759643.79233515,password,1
40,40,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,3748.416954214767,5180.350118948832,-5324.31818728731,10519608.86324929,50481977.27479631,181726191.2968112,password,1
41,41,10370.2604708638,23164.11861703415,22892.81997918834,80.66075312368979,112.36533307390118,-24793.38842975206,3948.852866406604,5248.798023655397,-5046.589251881266,9631260.933910444,49768445.23473302,186638376.7734049,password,1
42,42,6007.7710900917,23164.11861703415,4162.330905306972,80.66075312368979,112.36533307390118,-24793.38842975206,3334.446102519535,4546.767702651777,-6945.2462498001,4638759.280446999,51583495.15679064,104804349.943559,password,1
43,43,6007.7710900917,23164.11861703415,4162.330905306972,184.74090607927937,224.187970161438,-24793.38842975206,3511.3241589051404,4656.030957242992,-6642.214721056957,3672677.2409831714,50626174.77801356,110224342.1993374,password,1
44,44,6007.7710900917,8327.700197696686,8888.888888888887,184.74090607927937,224.187970161438,-19531.25,3452.039770050328,2478.7792517895764,-3273.986989192865,3705174.5135999606,8482057.062652484,87813285.73296684,password,1
45,45,6007.7710900917,7046.869220396234,8888.888888888887,184.74090607927937,224.187970161438,-15608.740894901142,3178.402296467096,1782.924826359284,-1125.549489192864,2978952.7437981893,4279751.933891942,56353981.536405,password,1
46,46,4939.655855716701,3553.810542310044,8888.888888888887,184.74090607927937,224.187970161438,-10387.811634349033,2797.033682401983,1129.078519885414,573.8287554219032,2035523.0406183156,906433.8598429553,30538578.1914331,password,1
47,47,4939.655855716701,1974.314234135178,8888.888888888887,184.74090607927937,224.187970161438,-6243.496357960456,2734.8446693231454,971.1288890679274,2236.959554652852,1889317.8938022505,304835.7679894075,17686081.539778873,password,1
48,48,4226.192831993103,2486.321233933971,8888.888888888887,184.74090607927937,224.187970161438,-2081.1654526534858,2491.75199445647,1100.515004960802,3485.658826244943,1289206.27092643,535881.6211242748,9746271.09108266,password,1
49,49,4226.192831993103,2486.321233933971,8888.888888888887,1505.1146953720922,224.187970161438,1385.0415512465374,2679.556865960089,1123.3001847679902,4247.791992008906,679095.3662866657,518371.90079808544,6126604.245926551,password,1
50,50,4226.192831993103,2486.321233933971,10405.827263267429,1849.441316979744,224.187970161438,1385.0415512465374,2836.531431375891,1292.5097499719686,5149.870563210996,515822.065196927,505710.6425376518,8525337.67145531,password,1
51,51,4351.139068603516,2486.321233933971,10405.827263267429,1849.441316979744,224.187970161438,1385.0415512465374,2986.00747575983,1393.1917171912232,5710.199972680299,745845.5657765007,511610.2383393704,10435367.00185998,password,1
52,52,4351.139068603516,2486.321233933971,10405.827263267429,1849.441316979744,508.4061556575308,1385.0415512465374,2807.3114717703675,1488.39878991491,5757.8510866320885,572687.8122720013,354926.49473277736,10267050.564665075,password,1
53,53,4351.139068603516,2486.321233933971,21484.375,2062.7896211154703,508.4061556575308,1385.0415512465374,3035.81495855689,1553.1949414618002,7629.280276382781,608433.6464337562,356104.5997899353,32864197.758907,password,1
54,54,4351.139068603516,2486.321233933971,21484.375,1009.5252951027574,508.4061556575308,1385.0415512465374,2842.90864203852,1557.8183069136408,7156.624478024589,1022241.2396257872,354658.1209919744,33775207.65309447,password,1
55,55,4351.139068603516,2486.321233933971,21484.375,894.1291111658155,508.4061556575308,1385.0415512465374,2618.19017402761,1557.5542034382654,7653.832753647858,1378209.2538708914,354769.5438003828,30497983.896187816,password,1
56,56,4351.139068603516,2486.321233933971,21484.375,831.3362262278777,803.6734304706089,-3569.303985722784,2481.915301706341,1587.0809309195731,7158.398199950927,1692350.7406468564,294648.0235037861,39854261.80300316,password,1
57,57,6390.590449401664,11975.569233809994,27055.150884495317,831.3362262278777,803.6734304706089,-3569.303985722784,2769.6808205140605,2587.206430887055,9239.56365260441,3179756.220083894,11157784.626983764,78935509.09147681,password,1
58,58,6390.590449401664,11975.569233809994,27055.150884495317,415.1526322440124,405.5380057551713,-3569.303985722784,2560.323173033467,2379.128108069175,8488.06843511733,3739467.436418593,11637399.450315556,89586360.25096835,password,1
