,X_Acceleration,Y_Acceleration,Dist_Acceleration,Movement
1,813.820659896511,52.78994864665128,-2921.8407596785964,0
2,186.48803234100342,377.3532807826996,3906.25,0
3,106.14464607981144,519.3902848290354,-2081.1654526534858,0
4,156.71188766900192,176.7606435682409,9495.982468955439,0
5,67.50226020812988,67.27874279022217,976.5625,0
6,904.6508916086757,260.4989678008747,-6243.496357960456,0
7,860.4731255950563,328.7402546636946,5540.16620498615,0
8,544.1401677125507,467.2904912688605,-2081.1654526534858,0
9,305.8902927045395,693.4333666306255,2081.1654526534858,0
10,407.2532759478091,735.1877946932891,0.0,0
11,826.4515824174036,234.0025013617,2081.1654526534858,0
12,271.03801175533295,323.43551842156603,-8324.661810613943,0
13,423.8963457355082,6.102458922156337,0.0,0
14,409.40940380107537,513.7547850608826,-1953.125,0
15,342.96549817909846,2.6198753334299547,-2081.1654526534858,0
16,74.60322076255977,1249.0227612101014,4155.124653739612,1
17,458.71635381450426,87.88490890836367,6243.496357960456,0
18,416.1632271884755,2045.5272091042855,14568.158168574399,1
19,181.9113945366603,271.00465304303367,-9695.290858725763,0
20,1478.0066387958504,1733.0475329856592,16649.323621227886,1
21,659.335292216648,805.1948666448523,2081.1654526534858,0
22,954.7838543921754,1062.2241160215763,232686.9806094183,1
23,2101.298797639178,901.1775720379974,339229.9687825182,1
24,799.521803855896,882.3908865452923,15625.0,0
25,1392.350569530679,714.5242851262065,21913.805697589476,1
26,821.6500282288708,450.3875970840454,-11718.75,0
27,1383.5323464735181,1305.6505979285898,-10405.827263267429,1
28,636.9276390181354,1870.3244069276425,-5540.16620498615,1
29,1211.8114268990632,4224.429889722619,-12486.992715920913,1
30,3173.383540094953,4615.2676553557485,-716961.4984391258,1
31,1682.9049488183864,5595.400062624438,-43628.80886426593,1
32,4356.932069458896,8241.472829765136,-33298.64724245577,1
33,4364.871085620447,9470.670702057994,-37460.97814776274,1
34,1960.0252695691222,5475.688839222916,-12465.373961218836,1
35,3362.808465709547,7591.862832346269,-20811.654526534858,1
36,370.66638469696045,7082.819938659668,-13671.875,1
37,324.62544298415804,4775.504982323432,-7304.601899196491,1
38,555.8133125305176,6392.318755388315,-9765.625,1
39,2062.7945692556577,5208.848046214354,-4162.3309053069715,1
40,1620.6651513266102,3109.1631944820556,-4155.124653739612,1
41,4036.5927673402166,3163.7376354586095,2081.1654526534858,1
42,4592.562069133833,2698.3525080686395,2081.1654526534858,1
43,2077.372120357868,1653.7663679044067,0.0,1
44,2325.5760042030965,1823.6118598486053,0.0,1
45,758.4691047668457,1560.8780086041609,3906.25,1
46,2070.9152723246057,425.7887623621826,2921.8407596785964,1
47,1781.1357975007215,1986.9022071360987,3906.25,1
48,2004.5221906298775,3078.5321445048876,4162.3309053069715,1
49,1804.7427866927806,1043.5204756886942,4155.124653739612,1
50,683.9462423175727,176.66295713490177,4162.3309053069715,0
51,130.9143765040855,443.41390016287914,-4162.3309053069715,0
52,771.7100867274065,1401.70311333404,-1385.0415512465374,1
53,1362.493953645173,2264.1677141933856,-4162.3309053069715,1
54,2447.3605121211626,2496.5625647824304,-10405.827263267429,1
55,2565.8858449835525,712.5611450533064,-2077.562326869806,1
56,2204.1884470928717,3368.8024229115767,-7284.079084287199,1
57,4314.48221206665,5293.2836115359705,-7812.5,1
58,2672.238625079893,2250.532062494251,-4382.761139517895,1
59,1877.3972988128662,5309.740081429537,-3906.25,1
60,2658.7765125032515,4759.450112619766,-4162.3309053069715,1
61,558.361782591759,2029.9195582846462,0.0,1
62,408.93872248146454,2046.3310344905833,-2081.1654526534858,1
63,21.43534363618626,2828.7210772115004,-2081.1654526534858,1
64,934.600830078125,776.5378978443545,0.0,0
65,1888.374384186394,2986.0624537632284,-4162.3309053069715,1
66,6222.283306776794,2259.463847117726,-4162.3309053069715,1
67,3656.9843662082326,2423.587598298686,-4155.124653739612,1
68,8291.229605674744,2303.794026374817,-1953.125,1
69,10408.526528762355,3403.485999767291,-4162.3309053069715,1
70,11236.724694735181,1650.9084870242177,-4162.3309053069715,1
71,7931.241698542539,2638.342638095,0.0,1
72,11849.934303053458,2146.5114946792664,2081.1654526534858,1
73,14389.784353456684,2117.3356102853913,6243.496357960456,1
74,8314.771995650104,133.14455830155345,5540.16620498615,1
75,13472.986767120954,699.9830549639047,14568.158168574399,1
76,11475.682258605846,1750.5325376987457,27343.75,1
77,10266.746370525929,2706.582046408475,30679.327976625264,1
78,8611.306548118591,5137.687548995018,35156.25,1
79,13291.89780847587,5655.5665618547155,49947.97086368365,1
80,8683.402782662093,4252.561902075302,27700.831024930747,1
81,12527.211771795328,7958.675150320388,45785.63995837668,1
82,13194.56547033538,7030.435456941942,0.0,1
83,5824.229063419675,4612.686231195722,2770.083102493075,1
84,11416.067069824725,7514.636052634787,2081.1654526534858,1
85,7829.7752991675325,7120.463900213866,-14568.158168574399,1
86,740.4316825549688,2581.8156403517396,4155.124653739612,1
87,58.510549110745245,2715.203069871471,8324.661810613943,1
88,5237.832665443531,2866.5550053120214,14648.4375,1
89,5669.882908800902,3076.4042678063515,13878.743608473334,1
90,8502.677083015442,2889.4655406475067,1953.125,1
91,11254.74626142202,1600.5056581685742,-10405.827263267429,1
92,10647.866204174523,1073.160990453493,-4155.124653739612,1
93,14148.755822792129,2988.563243854058,-10405.827263267429,1
94,15343.736535428587,3520.9338201072283,-29136.316337148797,1
95,10456.021802907584,1814.1342332158392,-87257.61772853186,1
96,12417.415178280968,3774.8235569536123,-41623.309053069715,1
97,14651.930667111079,3947.8544141946045,-12486.992715920913,1
98,8225.26926479181,2770.833361512076,-5540.16620498615,1
99,14263.3952161648,1017.1665981582497,-8324.661810613943,1
100,11754.333972930908,1188.4421110152089,1953.125,1
101,22226.443960646946,4902.043618446773,8264.462809917353,1
102,3601.461041831711,464.7316680120742,1810.7741059302853,1
103,5973.792100920265,2669.772049886999,8324.661810613943,1
104,16928.586092861977,544.4219289732372,16528.925619834707,1
105,2285.33004408462,349.047390137824,905.3870529651426,1
106,4545.086752487642,1960.202632908022,2081.1654526534858,1
107,10865.46928535562,6082.891741862592,0.0,1
108,2367.8525409085532,2318.8888463270905,-945.1795841209827,1
109,4749.223589897156,5980.990827083588,-5859.375,1
110,4902.3424797574135,5721.807727952652,-2081.1654526534858,1
111,7435.3814125061035,26889.368891716003,42968.75,1
112,316.1727818739662,760.8001458997882,-577.6097458517118,0
113,22844.99239330449,30184.73790696829,-4132.231404958677,1
114,12561.380863189697,34354.850649833905,-39062.5,1
115,1814.1311776751359,868.9272506251061,2716.161158895428,1
116,4807.630016950116,84.90777784784139,10405.827263267429,1
117,6565.062467716941,2177.5694918043732,4132.231404958677,1
118,1509.0244719754414,80.19671390473887,4526.935264825713,1
119,3490.9441865569715,653.6588956612577,16649.323621227886,1
120,3387.514224722365,1463.023099032315,-4132.231404958677,1
121,71.45865679111023,453.82636550760833,3621.5482118605705,0
122,662.6696790046175,757.0248860845857,-10405.827263267429,0
123,2748.456929717036,1504.4978525778292,-11342.155009451792,1
124,521.9109224603277,2018.7330295590527,-4162.3309053069715,1
125,925.2324585679323,579.6258942796787,-3621.5482118605705,0
126,2849.9887009297513,3835.071216930159,-8264.462809917353,1
127,2209.395170211792,1971.423625946156,-9765.625,1
128,2145.42468238643,788.9581763225514,-3780.7183364839307,1
129,5939.101451736766,5244.163123781603,-11342.155009451792,1
130,5240.78273872431,401.5852087618284,-10405.827263267429,1
131,1763.3606482005432,1103.2746894805084,-2716.161158895428,1
132,5530.680506682592,2760.5915857740665,-4132.231404958677,1
133,3162.8246486000903,1631.7059916835267,-4162.3309053069715,1
134,824.4512306721084,437.5590734106213,-1810.7741059302853,0
135,588.1412268135631,3881.63474647219,0.0,1
136,1409.3341489984389,214.8000060209498,-2081.1654526534858,1
137,61.06278647012223,72.43866616109621,0.0,0
138,53.75255237926135,74.42206390621324,4132.231404958677,0
