,X_Acceleration,Y_Acceleration,Dist_Acceleration,Movement
1,191.2434895833333,44817.35229492187,-8888.888888888887,1
2,148.53077436284102,1202.4536616642513,-264.23569824283254,1
3,11792.331271701387,6387.074788411457,26666.66666666666,1
4,22.705586222034334,185.2966372105879,-2081.1654526534858,0
5,80.27136821950941,35.23974016078445,0.0,0
6,1617.8120536487188,656.5294767680921,1385.0415512465374,1
7,236.88610037306933,7.650513962478373,0.0,0
8,1507.3988172748104,3417.205810546874,-17777.777777777774,1
9,1253.671944141388,13.802200555801392,0.0,1
10,273.82783074723784,127.523462645236,0.0,0
11,1.7064770416636739,4.054252802041439,22.981901752370003,0
12,1760.5165289046238,1841.415103590823,-2081.1654526534858,1
13,211.8428548177083,217.2470092773437,0.0,0
14,374.1212301862467,247.65435995669995,0.0,0
15,678.7106394767761,981.6884994506836,0.0,0
16,54.58073611065946,10.955842302939644,0.0,0
17,996.9472885131836,420.89223861694336,-8750.0,0
18,2457.1224134794065,17395.16550180863,-5102.04081632653,1
19,147.71327656122807,255.37801421109035,0.0,0
20,41913.276861521816,10627.16334319335,1867768.5950413218,1
21,21758.556365966797,4649.448394775391,65000.0,1
22,13478.87879263331,1245.8526526791898,66481.99445983379,1
23,2593.7499999999995,15987.854003906246,-99199.99999999999,1
24,325.52734176889567,309.0111943897965,1061.1404138447613,0
25,56478.95749935433,4790.203630431858,66115.70247933883,1
26,8363.35657538534,2543.8394060244045,-16649.323621227886,1
27,5493.536591529846,1776.4605581760406,-13671.875,1
28,1594.820260460955,344.8230068699843,-7936.5079365079355,1
29,26184.61847305298,4002.0793676376343,-140625.0,1
30,3743.633999388634,1051.4853733728467,-13850.415512465373,1
31,3642.420614919354,430.25498087522755,-20811.654526534858,1
32,4988.40141494862,2466.612626312922,-31217.481789802285,1
33,3253.753682173529,1476.5963281635231,-49967.126890203814,1
34,5858.279415769705,2330.4981942231398,-957336.1082206034,1
35,4494.673999861797,3158.3192569284106,-24973.985431841826,1
36,2489.4862293866863,3179.3018457302555,-4155.124653739612,1
37,3254.3182373047584,4825.687408447195,-17500.0,1
38,136.58521291616577,162.38091249953547,-190.24970273483942,0
39,1655.5230401681188,8960.152267789492,-18730.48907388137,1
40,1033.9774648803327,285.1496129824889,-2081.1654526534858,1
41,852.0195028457489,181.33020797264544,1385.0415512465374,0
42,10370.260470863801,7244.491180197629,22892.81997918834,1
43,80.66075312368979,112.36533307390118,-260.2321849383394,0
44,3531.432348834581,23164.11861703415,-24793.38842975206,1
45,5877.688527107239,8327.700197696686,-19531.25,1
46,6007.7710900917,7046.869220396234,-15608.740894901142,1
47,4134.825392112838,3553.8105423100437,-10387.811634349031,1
48,4939.655855716701,1192.4600750052248,-6243.496357960456,1
49,184.74090607927937,652.1703301310262,-2081.1654526534858,0
50,1505.1146953720922,328.1854856707713,1385.0415512465374,1
51,2856.378624764124,865.8092550382901,4162.3309053069715,1
52,4226.192831993103,224.187970161438,3906.25,1
53,1849.4413169797438,1204.9978789860522,2770.083102493075,1
54,2938.5884602864576,1391.6015624999998,8888.888888888887,1
55,3141.3137912749135,1369.1559433937628,1953.125,1
56,2194.084949440573,508.40615565753075,1385.0415512465374,1
57,3512.935261324466,1974.314234135178,6243.496357960456,1
58,2508.7291070499477,2486.321233933971,6243.496357960456,1
59,2062.7896211154703,880.0221282029086,5540.16620498615,1
60,3074.8603495301113,2020.2811377105552,10405.827263267429,1
61,4351.139068603516,1872.628927230835,9765.625,1
62,2439.2327920984744,1176.258697398306,4382.761139517895,1
63,4134.476184844971,1852.959394454956,21484.375,1
64,1009.5252951027574,1437.835217018405,4162.3309053069715,1
65,894.1291111658155,1366.5149086400083,6925.207756232687,1
66,831.3362262278777,803.6734304706089,-3569.3039857227836,0
67,6390.590449401664,11975.569233809994,27055.150884495313,1
68,415.1526322440124,405.5380057551713,-1271.455816910362,0
69,34410.059452056885,14304.444193840027,-109375.0,1
70,4250.787423378966,2871.8001636580543,-6243.496357960456,1
71,766.690748220084,330.99895699202517,-1385.0415512465374,0
72,1805.424690246471,1656.9346189498901,-3906.25,1
73,1119.1631082937693,515.936812798761,-2081.1654526534858,1
74,640.2532259623703,295.8377202351888,-868.0555555555555,0
75,4240.274429321733,5279.257893561873,-15625.0,1
76,14.371880416083256,90.63195436430364,-136.6026910730141,0
77,10712.44478225708,18321.052193641663,-7812.5,1
78,2145.537326943708,2676.4044193910663,-5843.681519357193,1
79,2317.7266120910645,7060.747593641392,-13671.875,1
80,6732.444485318027,5978.376882753619,-14568.158168574399,1
81,4532.938188463037,4779.810390313867,-8310.249307479224,1
82,725.3085165192507,662.590288843002,2081.1654526534858,0
83,895.8753496881174,459.4214850823336,905.3870529651426,0
84,9809.131464682097,2259.2623371723266,12396.69421487603,1
85,4808.344528404656,2741.10411009853,10405.827263267429,1
86,3257.9153776168823,1293.6629354953766,5859.375,1
87,2682.7158067590385,1176.384089200317,4382.761139517895,1
88,4246.103403843652,974.5936239919945,10405.827263267429,1
89,5792.703142275298,516.1749832836666,6243.496357960456,1
90,2795.62340842353,806.8978786468259,6944.444444444444,1
91,9534.060955047607,45185.38713455223,78125.0,1
92,164.29424285888672,434.0730607509591,-273.4375,0
93,150194.2952473958,30895.233154297122,4351111.11111111,1
94,26830.063898283035,2980.524989990547,172736.7325702393,1
95,12371.87534570694,111.25579476350956,1206054.6875,1
96,8770.422261837777,1633.1606624529302,53324.09972299169,1
97,11923.409897628726,387.4438362240667,168574.40166493235,1
98,12933.332143539325,2139.4854653763537,14568.158168574399,1
99,9659.784737972188,1148.9364378938105,39262.34384295062,1
100,1445.0597217252978,9677.283597662346,-41623.309053069715,1
101,332.715334715672,387.6095568692242,578.7037037037036,0
102,19594.04307387251,2984.1533004674206,-470489.39298466704,1
103,49250.28483072941,24561.818440755203,71111.1111111111,1
104,9485.91575728221,174.8711118407527,15235.457063711912,1
105,13185.776770114899,1203.306019306294,29296.875,1
106,10923.252641596539,1331.1348398070486,47866.80541103017,1
107,6176.982890205701,138.4148637343642,31855.95567867036,1
108,7629.632701734845,149.8092349684573,1005202.9136316335,1
109,7862.0077047834275,1061.9426493093943,29136.316337148797,1
110,3559.8733748755626,72.11996908002943,-19390.581717451525,1
111,5152.223013442155,479.37764337482105,14568.158168574399,1
112,1673.5446068548977,875.5742449169971,14568.158168574399,1
113,2407.798792170036,104.47154148560774,19723.865877712033,1
114,683.3111210245895,358.5061223150969,-22892.81997918834,0
