,X_Coordinate,Y_Coordinate,Distance(median),Distance(direct),Date
0,299.0190887451172,293.36883544921875,838.0,837,2022-12-19 14:43:22.648
1,299.0406036376953,298.41078758239746,837.0,832,2022-12-19 14:43:22.663
2,299.6027183532715,293.8601016998291,836.0,837,2022-12-19 14:43:22.750
3,298.2760810852051,293.1415557861328,839.0,839,2022-12-19 14:43:22.765
4,298.2651710510254,293.0525207519531,838.0,836,2022-12-19 14:43:22.796
5,298.80523681640625,293.2896137237549,838.0,836,2022-12-19 14:43:22.912
6,297.6371765136719,292.8155994415283,839.0,843,2022-12-19 14:43:22.950
7,298.49292755126953,292.8432369232178,839.0,841,2022-12-19 14:43:23.035
8,298.3233451843262,293.2276725769043,837.0,839,2022-12-19 14:43:23.050
9,298.96522521972656,293.2206058502197,837.0,839,2022-12-19 14:43:23.082
10,298.7777900695801,293.13331604003906,837.0,839,2022-12-19 14:43:23.119
11,298.7035369873047,292.95690536499023,838.0,840,2022-12-19 14:43:23.414
12,299.54946517944336,292.07210540771484,837.0,839,2022-12-19 14:43:23.445
13,299.4541358947754,291.97434425354004,837.0,839,2022-12-19 14:43:23.475
14,299.73865509033203,291.78600311279297,837.0,839,2022-12-19 14:43:23.514
15,300.08615493774414,292.2886276245117,837.0,838,2022-12-19 14:43:23.546
16,300.05992889404297,292.2938919067383,837.0,838,2022-12-19 14:43:23.577
17,300.8574867248535,292.63060569763184,830.0,828,2022-12-19 14:43:23.617
18,299.89429473876953,299.4495105743408,828.0,824,2022-12-19 14:43:23.645
19,303.9383888244629,292.45777130126953,828.0,831,2022-12-19 14:43:23.879
20,314.0814018249512,289.8859977722168,1280.0,0,2022-12-19 14:43:23.901
21,318.43311309814453,288.9561080932617,1293.0,0,2022-12-19 14:43:23.921
22,320.86605072021484,288.7312316894531,1305.0,1325,2022-12-19 14:43:23.940
23,320.05550384521484,293.7274360656738,1274.0,0,2022-12-19 14:43:23.965
24,325.27061462402344,288.77692222595215,1291.0,1280,2022-12-19 14:43:24.144
25,338.9385223388672,289.9361515045166,1307.0,1322,2022-12-19 14:43:24.166
26,342.95711517333984,288.7138366699219,1299.0,1330,2022-12-19 14:43:24.197
27,345.7698059082031,289.623384475708,1292.0,1313,2022-12-19 14:43:24.229
28,351.3963317871094,288.4068489074707,1264.0,1274,2022-12-19 14:43:24.313
29,354.74796295166016,288.9191150665283,1246.0,1248,2022-12-19 14:43:24.329
30,357.45086669921875,288.1599426269531,1236.0,1228,2022-12-19 14:43:24.367
31,359.2010498046875,287.9532051086426,1226.0,1221,2022-12-19 14:43:24.398
32,361.5979766845703,286.7679977416992,1211.0,1213,2022-12-19 14:43:24.429
33,364.0724563598633,285.64504623413086,1173.0,0,2022-12-19 14:43:24.468
34,366.8873596191406,284.52524185180664,713.0,709,2022-12-19 14:43:24.499
35,369.0470504760742,283.00766944885254,701.0,703,2022-12-19 14:43:24.530
36,370.8444595336914,280.71221351623535,698.0,700,2022-12-19 14:43:24.568
37,373.44791412353516,276.85166358947754,684.0,686,2022-12-19 14:43:24.608
38,374.8837661743164,275.1446342468262,682.0,684,2022-12-19 14:43:24.753
39,374.0882873535156,270.8392810821533,673.0,673,2022-12-19 14:43:24.784
40,374.5851135253906,270.70226669311523,672.0,671,2022-12-19 14:43:24.815
41,373.96995544433594,270.8331871032715,673.0,671,2022-12-19 14:43:24.853
42,368.98704528808594,274.31416511535645,684.0,685,2022-12-19 14:43:24.884
43,371.7766571044922,270.4280662536621,675.0,674,2022-12-19 14:43:25.147
44,370.9220504760742,264.82234954833984,669.0,670,2022-12-19 14:43:25.169
45,373.9314270019531,260.55856704711914,659.0,662,2022-12-19 14:43:25.201
46,376.8181610107422,257.17254638671875,651.5,652,2022-12-19 14:43:25.232
47,379.80350494384766,254.6066951751709,644.0,643,2022-12-19 14:43:25.270
48,382.17700958251953,254.03371810913086,641.0,639,2022-12-19 14:43:25.301
49,382.2657775878906,253.72035026550293,640.0,638,2022-12-19 14:43:25.332
50,381.17908477783203,253.48340034484863,641.0,639,2022-12-19 14:43:25.370
51,379.8065948486328,253.89942169189453,643.0,641,2022-12-19 14:43:25.401
52,377.64278411865234,253.78463745117188,645.0,644,2022-12-19 14:43:25.433
